Mandatory holiday for Yom Kippur (Yahudi) on Thursday, 2-Oct-2025 in Bengaluru
Mandatory holiday for Dussehra on Thursday, 2-Oct-2025 in Bengaluru
Mandatory holiday for Durga Puja (Dasami) on Thursday, 2-Oct-2025 in Bengaluru
Mandatory holiday for Vijaya Dasami on Thursday, 2-Oct-2025 in Bengaluru
Mandatory holiday for Mahatma Gandhi Jayanti on Thursday, 2-Oct-2025 in Bengaluru
Mandatory holiday for Dasara on Thursday, 2-Oct-2025 in Bengaluru
Floating holiday for Additional day for Durga Puja on Friday, 3-Oct-2025 in Bengaluru
Floating holiday for Next day of Vijaya Dasami on Friday, 3-Oct-2025 in Bengaluru
Floating holiday for Dussera on Friday, 3-Oct-2025 in Bengaluru
Floating holiday for Yaz Dahum Shareef on Saturday, 4-Oct-2025 in Bengaluru
Floating holiday for Additional day for Durga Puja on Saturday, 4-Oct-2025 in Bengaluru
Floating holiday for Lakshmi Puja on Monday, 6-Oct-2025 in Bengaluru
Floating holiday for Majaraja Ajmidh Jayanti on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Maharshi Valmiki Jayanthi on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Maharaj Ajmod Dev Jayanti on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Succoth (Yahudi) on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Tekchand Ji Maharaj ka Samadhi on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Additional day for Lakshmi Puja on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Kumar Purnima on Tuesday, 7-Oct-2025 in Bengaluru
Floating holiday for Karva Chauth on Friday, 10-Oct-2025 in Bengaluru
Floating holiday for Karva Chouth on Friday, 10-Oct-2025 in Bengaluru
Floating holiday for Dr. Saiyyadna Sahab ka Janm Diwas on Sunday, 12-Oct-2025 in Bengaluru
Floating holiday for Dhan Terash on Saturday, 18-Oct-2025 in Bengaluru
Floating holiday for Tula Sankramana on Saturday, 18-Oct-2025 in Bengaluru
Floating holiday for Naraka Chaturdhi on Sunday, 19-Oct-2025 in Bengaluru
Floating holiday for Deepawali on Sunday, 19-Oct-2025 in Bengaluru
Floating holiday for kali Chaudash on Sunday, 19-Oct-2025 in Bengaluru
Floating holiday for Diwali (Deepavali) on Monday, 20-Oct-2025 in Bengaluru
Floating holiday for Kali Puja on Monday, 20-Oct-2025 in Bengaluru
Floating holiday for Deepawali on Monday, 20-Oct-2025 in Bengaluru
Floating holiday for Naraka Chaturdashi on Monday, 20-Oct-2025 in Bengaluru
Floating holiday for Second Day of Deepawali on Tuesday, 21-Oct-2025 in Bengaluru
Floating holiday for Diwali on Tuesday, 21-Oct-2025 in Bengaluru
Floating holiday for Diwali Amavasya (Laxmi Pujan) on Tuesday, 21-Oct-2025 in Bengaluru
Floating holiday for Additional day for Kali Puja on Tuesday, 21-Oct-2025 in Bengaluru
Floating holiday for Govardhan Puja on Tuesday, 21-Oct-2025 in Bengaluru
Mandatory holiday for Deepavali on Wednesday, 22-Oct-2025 in Bengaluru
Mandatory holiday for Balipadyami on Wednesday, 22-Oct-2025 in Bengaluru
Floating holiday for Bhratridwitya on Thursday, 23-Oct-2025 in Bengaluru
Floating holiday for Bhaubeej on Thursday, 23-Oct-2025 in Bengaluru
Floating holiday for Bhai Bij on Thursday, 23-Oct-2025 in Bengaluru
Floating holiday for Bhai Duj on Thursday, 23-Oct-2025 in Bengaluru
Floating holiday for Chitragupta Jayanti on Thursday, 23-Oct-2025 in Bengaluru
Floating holiday for Day after Bhratridwitya on Friday, 24-Oct-2025 in Bengaluru
Floating holiday for Chhat Puja on Monday, 27-Oct-2025 in Bengaluru
Floating holiday for Chhath Puja on Tuesday, 28-Oct-2025 in Bengaluru
Floating holiday for Bhagwan Shahastrabahu Jayanti on Tuesday, 28-Oct-2025 in Bengaluru
Floating holiday for Chhat Puja on Tuesday, 28-Oct-2025 in Bengaluru
Floating holiday for Additional Day for Chhat Puja on Tuesday, 28-Oct-2025 in Bengaluru
Floating holiday for Sardar Vallabhbhai Patel and Acharya Narendra Dev Jayanti on Friday, 31-Oct-2025 in Bengaluru
Floating holiday for Sardar Vallabhbhai Patel's Birthday on Friday, 31-Oct-2025 in Bengaluru
Floating holiday for Anla Navami on Friday, 31-Oct-2025 in Bengaluru
Mandatory holiday for Kannada Rajyotsava on Saturday, 1-Nov-2025 in Bengaluru
Floating holiday for Guru Nanak's Birthday on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Dev Diwali (Kartak Sud-15) on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Rahas Purnima on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Kartika Purnima on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Guru Nanak Jayanti on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Birthday of Sri Guru Nanak Dev Ji on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Guru Nanak's Jayanthi on Wednesday, 5-Nov-2025 in Bengaluru
Floating holiday for Kanakadasa Jayanti on Saturday, 8-Nov-2025 in Bengaluru
Floating holiday for Prathamastami on Wednesday, 12-Nov-2025 in Bengaluru
Floating holiday for Birthday of Birsa Munda on Saturday, 15-Nov-2025 in Bengaluru
Floating holiday for Uda Devi Martyr’s Day on Sunday, 16-Nov-2025 in Bengaluru
Floating holiday for Birthday of HZT Syed Mohameed Juvunpuri Mahdi Ma'ud (A.S) on Sunday, 16-Nov-2025 in Bengaluru
Floating holiday for Jhalkari Jayanti on Saturday, 22-Nov-2025 in Bengaluru
Floating holiday for Martyrdom Day of Sri Guru Teg Bahadur on Monday, 24-Nov-2025 in Bengaluru
Floating holiday for Martyrdom Day of Sri Guru Teg Bahadur Ji on Tuesday, 25-Nov-2025 in Bengaluru
Floating holiday for Guru Teg Bahadur's Martyrdom Day on Tuesday, 25-Nov-2025 in Bengaluru
Floating holiday for Sant Shri Jintaran Taran Jayanti on Thursday, 27-Nov-2025 in Bengaluru
Floating holiday for Shrimad Bhagwad Gita Jayanti on Monday, 1-Dec-2025 in Bengaluru
Floating holiday for International Day of Disabled Persons on Wednesday, 3-Dec-2025 in Bengaluru
Floating holiday for Duttatrey Jayanti on Thursday, 4-Dec-2025 in Bengaluru
Floating holiday for Kranti SuryaTantya Bhil Balidan Diwas on Thursday, 4-Dec-2025 in Bengaluru
Floating holiday for Huttari Festival on Friday, 5-Dec-2025 in Bengaluru
Floating holiday for Shri Parshwanath Jayanti on Sunday, 14-Dec-2025 in Bengaluru
Floating holiday for Guru Ghasidas Jayanti on Thursday, 18-Dec-2025 in Bengaluru
Floating holiday for Chaudhary Charan Singh’s birthday on Tuesday, 23-Dec-2025 in Bengaluru
Floating holiday for Christmas Eve on Wednesday, 24-Dec-2025 in Bengaluru
Floating holiday for Guru Brahmanad Jayanti on Wednesday, 24-Dec-2025 in Bengaluru
Mandatory holiday for Christmas on Thursday, 25-Dec-2025 in Bengaluru
Floating holiday for Shaheed Udham Singh's Jayanti on Friday, 26-Dec-2025 in Bengaluru
Floating holiday for Following Day of Christmas (Boxing Day) on Friday, 26-Dec-2025 in Bengaluru
Floating holiday for Boxing Day (Next Day to Christmas) on Friday, 26-Dec-2025 in Bengaluru
Floating holiday for Guru Govind Singh Jayanti on Saturday, 27-Dec-2025 in Bengaluru
Floating holiday for Maharaja Khet Singh Khangarji Jayanti on Saturday, 27-Dec-2025 in Bengaluru
Floating holiday for Birthday of Sri Guru Gobind Singh Ji on Saturday, 27-Dec-2025 in Bengaluru
Floating holiday for Guru Govind Singh Birthday on Saturday, 27-Dec-2025 in Bengaluru
Floating holiday for Balinath Ji Bairwa Jayanti on Wednesday, 31-Dec-2025 in Bengaluru
